natural_language_command,main_command,argument
"i need photoshop when you can, can you fire up it",open_application,photoshop
do you mind if you terminate chrome if you could,close_application,chrome
"i need chrome if you could, can you pull up it",open_application,chrome
"gotta use gimp, could you activate it",open_application,gimp
screen's too bright equalizer - please update it,media_control,equalizer
can't hear anything playback speed - please tweak it,media_control,playback speed
"i need to know system resources, could you check it",system_status,system resources
"no longer need zoom, could you be done with it",close_application,zoom
do you think you could end teams,close_application,teams
trying to find tech reviews - please look up it,web_search,tech reviews
done for now with python idle. be done with it please,close_application,python idle
"screen's too bright mute, could you set it",media_control,mute
"hey, initiate illustrator for me",open_application,illustrator
do you mind if you seek fitness routines,web_search,fitness routines
hunt down restaurant reviews if you could,web_search,restaurant reviews
"i need bass level when you can, can you manage it",media_control,bass level
done working with brave. finish with it please,close_application,brave
"wondering about battery, could you show it",system_status,battery
interested in internet connection - please what are the details of it,system_status,internet connection
interested in finding job openings. find it please,web_search,job openings
"time to use chrome, could you access it",open_application,chrome
looking to find recipes - please search for it,web_search,recipes
excuse me can you manage playback speed,media_control,playback speed
excuse me can you terminate teams,close_application,teams
display's too dark volume up - please adjust it,media_control,volume up
want to learn about weather updates - please hunt down it,web_search,weather updates
would it be possible to initialize powerpoint quickly,open_application,powerpoint
get teams if you could,open_application,teams
if you have a moment hunt down weather updates if you could,web_search,weather updates
i'd appreciate if you could control treble at once,media_control,treble
"i need winamp right now, can you terminate it",close_application,winamp
what's the wifi strength as soon as possible,system_status,wifi strength
"let's work with slack, could you commence with it",open_application,slack
i want to work with edge. bring up it please,open_application,edge
"i need to use safari, could you activate it",open_application,safari
"hey, reset volume up for me",media_control,volume up
do you think you could control unmute right now,media_control,unmute
interested in finding weather updates - please hunt down it,web_search,weather updates
wondering about disk space. tell me about it please,system_status,disk space
initiate slack quickly,open_application,slack
need to know more about book recommendations - please hunt down it,web_search,book recommendations
done working with sublime text - please close out of it,close_application,sublime text
"hey, launch matlab for me",open_application,matlab
"hey, close out of photoshop for me",close_application,photoshop
excuse me can you browse for movie showtimes when you can,web_search,movie showtimes
would you be able to provide details about internet connection,system_status,internet connection
i'd like you to modify bass level at once,media_control,bass level
i'm done with python idle - please wrap up it,close_application,python idle
gotta use vscode - please initiate it,open_application,vscode
excuse me can you set unmute,media_control,unmute
hey could you give me info on ram usage,system_status,ram usage
"i need treble at once, can you tweak it",media_control,treble
want to learn about job openings - please hunt down it,web_search,job openings
"i need edge as soon as possible, can you activate it",open_application,edge
finished with python idle. kill it please,close_application,python idle
"interested in disk space, could you check it",system_status,disk space
"i need restaurant reviews right now, can you locate it",web_search,restaurant reviews
"i need python idle right now, can you commence with it",open_application,python idle
do you think you could modify mute,media_control,mute
curious about fan speed. give me info on it please,system_status,fan speed
adjust volume up right now,media_control,volume up
browse for job openings as soon as possible,web_search,job openings
"i need battery at once, can you give me info on it",system_status,battery
hey could you browse for fitness routines,web_search,fitness routines
"hey, give me info on ram usage for me",system_status,ram usage
when you get a chance update treble,media_control,treble
hey could you alter bass level,media_control,bass level
"interested in finding recipes, could you explore it",web_search,recipes
"it's too loud volume up, could you fix it",media_control,volume up
looking to find job openings. search for it please,web_search,job openings
wondering about storage space - please let me know about it,system_status,storage space
need to know more about shopping deals - please look up it,web_search,shopping deals
quit brave right now,close_application,brave
"i need cpu usage right now, can you let me know about it",system_status,cpu usage
"interested in finding tech reviews, could you find it",web_search,tech reviews
"i need ram usage when you can, can you tell me about it",system_status,ram usage
"i need playback speed right now, can you modify it",media_control,playback speed
i need to use jupyter - please get started with it,open_application,jupyter
i want to work with powerpoint. boot up it please,open_application,powerpoint
"i need teams quickly, can you boot up it",open_application,teams
"hey, hunt down recipes for me",web_search,recipes
need to check something in illustrator. begin it please,open_application,illustrator
i need to know disk space. what are the details of it please,system_status,disk space
"interested in finding weather updates, could you hunt down it",web_search,weather updates
i'd like you to tweak brightness up quickly,media_control,brightness up
excuse me can you monitor battery,system_status,battery
i want to work with inkscape. launch it please,open_application,inkscape
want to check network status. show it please,system_status,network status
it would be great if you could reset brightness down if you could,media_control,brightness down
curious about cpu usage - please update me on it,system_status,cpu usage
terminate zoom immediately,close_application,zoom
do you think you could bring up vlc right now,open_application,vlc
"too quiet mute, could you regulate it",media_control,mute
finished with matlab. shutdown it please,close_application,matlab
reset balance if you could,media_control,balance
screen's too bright mute - please manage it,media_control,mute
would it be possible to search for travel destinations,web_search,travel destinations
"hey, close out of edge for me",close_application,edge
stop illustrator immediately,close_application,illustrator
"time to use safari, could you bring up it",open_application,safari
need to check something in illustrator - please activate it,open_application,illustrator
need it louder bass level - please tweak it,media_control,bass level
interested in finding tech reviews. find it please,web_search,tech reviews
"i need to use gimp, could you activate it",open_application,gimp
trying to find travel destinations. hunt down it please,web_search,travel destinations
curious about internet connection. provide details about it please,system_status,internet connection
hey could you locate job openings,web_search,job openings
done for now with safari. halt it please,close_application,safari
"time to use notepad++, could you get it",open_application,notepad++
trying to find travel destinations - please look up it,web_search,travel destinations
i'd appreciate if you could report internet connection if you could,system_status,internet connection
do you mind if you end safari as soon as possible,close_application,safari
want to check processor load. check it please,system_status,processor load
"hey, halt edge for me",close_application,edge
update me on internet connection immediately,system_status,internet connection
hey could you shut down inkscape if you could,close_application,inkscape
"i need playback speed immediately, can you change it",media_control,playback speed
"i need spotify when you can, can you pull up it",open_application,spotify
if you have a moment quit gimp at once,close_application,gimp
i need information about shopping deals. seek it please,web_search,shopping deals
it would be great if you could explore weather updates quickly,web_search,weather updates
provide details about battery right now,system_status,battery
would it be possible to how's the internet connection,system_status,internet connection
"display's too dark balance, could you update it",media_control,balance
i need to know system resources. report it please,system_status,system resources
change bass level if you could,media_control,bass level
"wondering about storage space, could you how's the it",system_status,storage space
discontinue skype right now,close_application,skype
done working with discord - please finish with it,close_application,discord
hunt down job openings if you could,web_search,job openings
gotta use firefox. fire up it please,open_application,firefox
"hey, provide details about wifi strength for me",system_status,wifi strength
do you mind if you be done with powerpoint,close_application,powerpoint
"hey, close out of teams for me",close_application,teams
"i need winamp when you can, can you begin it",open_application,winamp
wondering about wifi strength. let me know about it please,system_status,wifi strength
do you think you could display cpu usage right now,system_status,cpu usage
monitor ram usage immediately,system_status,ram usage
"i need storage space when you can, can you let me know about it",system_status,storage space
"hey, load powerpoint for me",open_application,powerpoint
hi i need you to research online courses quickly,web_search,online courses
"i need winamp immediately, can you shut down it",close_application,winamp
get started with safari when you can,open_application,safari
"hey, stop spotify for me",close_application,spotify
trying to find movie showtimes. fetch information about it please,web_search,movie showtimes
display's too dark mute - please fix it,media_control,mute
"i need battery quickly, can you check it",system_status,battery
show cpu usage as soon as possible,system_status,cpu usage
"i need book recommendations right now, can you explore it",web_search,book recommendations
"hey, access photoshop for me",open_application,photoshop
would you be able to close out of edge quickly,close_application,edge
tweak mute if you could,media_control,mute
hey could you what's the ram usage when you can,system_status,ram usage
"i need vscode quickly, can you bring up it",open_application,vscode
i'd like you to locate weather updates at once,web_search,weather updates
excuse me can you close out of discord,close_application,discord
it would be great if you could fix volume up immediately,media_control,volume up
screen's too bright equalizer. modify it please,media_control,equalizer
change balance quickly,media_control,balance
can't hear anything volume up. regulate it please,media_control,volume up
wondering about storage space - please give me info on it,system_status,storage space
control treble right now,media_control,treble
excuse me can you be done with spotify,close_application,spotify
want to check fan speed - please tell me about it,system_status,fan speed
i'd like you to get matlab,open_application,matlab
do you think you could explore travel destinations,web_search,travel destinations
"i need chrome when you can, can you bring up it",open_application,chrome
when you get a chance seek weather updates,web_search,weather updates
"i need recipes when you can, can you explore it",web_search,recipes
hey could you give me info on memory when you can,system_status,memory
regulate treble immediately,media_control,treble
done working with chrome. terminate it please,close_application,chrome
trying to find music albums - please look up it,web_search,music albums
"i need safari immediately, can you discontinue it",close_application,safari
"need it louder bass level, could you modify it",media_control,bass level
if you have a moment what's the fan speed right now,system_status,fan speed
"time to use matlab, could you get started with it",open_application,matlab
"hey, terminate photoshop for me",close_application,photoshop
search for news headlines at once,web_search,news headlines
can't hear anything brightness up. update it please,media_control,brightness up
it would be great if you could check cpu usage immediately,system_status,cpu usage
want to learn about online courses - please get me details on it,web_search,online courses
done for now with chrome. wrap up it please,close_application,chrome
"i'm done with notepad++, could you kill it",close_application,notepad++
do you mind if you provide details about fan speed,system_status,fan speed
i was wondering if you could search for news headlines when you can,web_search,news headlines
display's too dark treble - please adjust it,media_control,treble
"i need information about online courses, could you seek it",web_search,online courses
i need to know memory. report it please,system_status,memory
interested in cpu usage - please how's the it,system_status,cpu usage
would you be able to update equalizer,media_control,equalizer
i'd appreciate if you could reset unmute if you could,media_control,unmute
i was wondering if you could quit rstudio,close_application,rstudio
want to learn about job openings - please investigate it,web_search,job openings
it would be great if you could bring up word,open_application,word
"i need discord quickly, can you activate it",open_application,discord
fetch information about shopping deals right now,web_search,shopping deals
display system temperature quickly,system_status,system temperature
would it be possible to initialize vscode when you can,open_application,vscode
time to use excel - please launch it,open_application,excel
i was wondering if you could end rstudio at once,close_application,rstudio
screen's too bright treble. set it please,media_control,treble
i was wondering if you could control brightness down,media_control,brightness down
"interested in fan speed, could you report it",system_status,fan speed
let me know about fan speed at once,system_status,fan speed
finished using zoom. kill it please,close_application,zoom
"i need information about coding tutorials, could you locate it",web_search,coding tutorials
display's too dark playback speed. set it please,media_control,playback speed
"hey, fire up teams for me",open_application,teams
curious about system temperature - please what's the it,system_status,system temperature
"hey, tell me about wifi strength for me",system_status,wifi strength
"finished with safari, could you terminate it",close_application,safari
trying to find fitness routines - please fetch information about it,web_search,fitness routines
"time to use gimp, could you commence with it",open_application,gimp
"let's work with skype, could you bring up it",open_application,skype
i'd appreciate if you could stop vscode when you can,close_application,vscode
do you think you could explore coding tutorials quickly,web_search,coding tutorials
"looking to find book recommendations, could you fetch information about it",web_search,book recommendations
"i need battery right now, can you provide details about it",system_status,battery
hey could you give me info on internet connection immediately,system_status,internet connection
"i need weather updates quickly, can you find it",web_search,weather updates
hey could you manage volume down,media_control,volume down
"need it louder treble, could you reset it",media_control,treble
load chrome quickly,open_application,chrome
"concerned about disk space, could you display it",system_status,disk space
would you be able to fix equalizer,media_control,equalizer
"screen's too bright balance, could you change it",media_control,balance
finished with winamp - please be done with it,close_application,winamp
i was wondering if you could what's the wifi strength quickly,system_status,wifi strength
i'd appreciate if you could let me know about disk space,system_status,disk space
give me info on processor load quickly,system_status,processor load
"hey, let me know about processor load for me",system_status,processor load
hi i need you to access brave at once,open_application,brave
shutdown atom as soon as possible,close_application,atom
"display's too dark bass level, could you alter it",media_control,bass level
"hey, tell me about fan speed for me",system_status,fan speed
"need to check something in notepad++, could you get it",open_application,notepad++
i'd like you to exit from zoom,close_application,zoom
when you get a chance commence with winamp,open_application,winamp
can't hear anything bass level - please tweak it,media_control,bass level
"looking to find movie showtimes, could you get me details on it",web_search,movie showtimes
i'm done with matlab. close out of it please,close_application,matlab
excuse me can you load edge,open_application,edge
"done working with spotify, could you end it",close_application,spotify
screen's too bright volume up - please regulate it,media_control,volume up
adjust playback speed quickly,media_control,playback speed
hey could you shut down photoshop as soon as possible,close_application,photoshop
"i'm done with illustrator, could you terminate it",close_application,illustrator
if you have a moment fix equalizer at once,media_control,equalizer
it would be great if you could what's the internet connection at once,system_status,internet connection
shutdown excel as soon as possible,close_application,excel
would you be able to be done with illustrator,close_application,illustrator
i'd appreciate if you could look up online courses if you could,web_search,online courses
"hey, locate restaurant reviews for me",web_search,restaurant reviews
need to know more about movie showtimes. explore it please,web_search,movie showtimes
get powerpoint at once,open_application,powerpoint
"hey, get me details on online courses for me",web_search,online courses
when you get a chance fetch information about coding tutorials at once,web_search,coding tutorials
i'd appreciate if you could wrap up outlook,close_application,outlook
need it louder volume down - please regulate it,media_control,volume down
"hey, manage brightness up for me",media_control,brightness up
when you get a chance get excel quickly,open_application,excel
too quiet unmute. set it please,media_control,unmute
it would be great if you could locate job openings,web_search,job openings
"i need powerpoint if you could, can you shut down it",close_application,powerpoint
hi i need you to browse for music albums,web_search,music albums
trying to find shopping deals. get me details on it please,web_search,shopping deals
hey could you gather info about recipes,web_search,recipes
want to learn about restaurant reviews - please gather info about it,web_search,restaurant reviews
it would be great if you could commence with excel if you could,open_application,excel
if you have a moment explore restaurant reviews,web_search,restaurant reviews
"hey, browse for book recommendations for me",web_search,book recommendations
excuse me can you alter balance right now,media_control,balance
end notepad++ at once,close_application,notepad++
hi i need you to regulate balance if you could,media_control,balance
i'd appreciate if you could modify volume up,media_control,volume up
update me on battery as soon as possible,system_status,battery
concerned about fan speed - please tell me about it,system_status,fan speed
"i need chrome right now, can you launch it",open_application,chrome
do you mind if you load safari,open_application,safari
would you be able to tweak brightness down immediately,media_control,brightness down
would you be able to modify playback speed when you can,media_control,playback speed
i'd like you to discontinue firefox quickly,close_application,firefox
would you be able to browse for online courses,web_search,online courses
monitor memory right now,system_status,memory
do you mind if you discontinue itunes as soon as possible,close_application,itunes
i'd like you to exit from vlc,close_application,vlc
it's too loud balance. tweak it please,media_control,balance
"i need gimp right now, can you pull up it",open_application,gimp
trying to find weather updates - please research it,web_search,weather updates
can't hear anything balance. reset it please,media_control,balance
wrap up vscode immediately,close_application,vscode
would it be possible to get started with jupyter immediately,open_application,jupyter
"i need internet connection at once, can you how's the it",system_status,internet connection
"hey, quit illustrator for me",close_application,illustrator
i need information about job openings - please hunt down it,web_search,job openings
would you be able to reset playback speed,media_control,playback speed
commence with teams right now,open_application,teams
halt word quickly,close_application,word
would you be able to browse for fitness routines,web_search,fitness routines
"i need matlab at once, can you begin it",open_application,matlab
"hey, pull up edge for me",open_application,edge
close out of illustrator right now,close_application,illustrator
"i need disk space if you could, can you let me know about it",system_status,disk space
"trying to find movie showtimes, could you fetch information about it",web_search,movie showtimes
i was wondering if you could locate book recommendations,web_search,book recommendations
would it be possible to alter treble,media_control,treble
need to check something in firefox. load it please,open_application,firefox
research weather updates immediately,web_search,weather updates
"hey, tweak unmute for me",media_control,unmute
"done working with jupyter, could you be done with it",close_application,jupyter
hey could you explore news headlines,web_search,news headlines
hi i need you to set balance at once,media_control,balance
"hey, report wifi strength for me",system_status,wifi strength
"i need zoom as soon as possible, can you load it",open_application,zoom
would you be able to fire up skype,open_application,skype
hi i need you to how's the memory,system_status,memory
"i need to know battery, could you report it",system_status,battery
"hey, what are the details of memory for me",system_status,memory
i'm done with winamp. shut down it please,close_application,winamp
"i need safari as soon as possible, can you be done with it",close_application,safari
"let's work with spotify, could you boot up it",open_application,spotify
"i need weather updates if you could, can you investigate it",web_search,weather updates
"hey, reset unmute for me",media_control,unmute
do you think you could bring up slack when you can,open_application,slack
i'd appreciate if you could seek music albums,web_search,music albums
"done for now with inkscape, could you be done with it",close_application,inkscape
provide details about wifi strength right now,system_status,wifi strength
display's too dark bass level - please change it,media_control,bass level
boot up brave quickly,open_application,brave
would you be able to how's the storage space,system_status,storage space
would it be possible to bring up itunes,open_application,itunes
"hey, provide details about network status for me",system_status,network status
"hey, bring up inkscape for me",open_application,inkscape
would it be possible to exit from chrome,close_application,chrome
update me on fan speed immediately,system_status,fan speed
i'd appreciate if you could activate atom right now,open_application,atom
time to use vscode - please commence with it,open_application,vscode
"i need system resources immediately, can you monitor it",system_status,system resources
do you think you could boot up sublime text as soon as possible,open_application,sublime text
screen's too bright brightness up. change it please,media_control,brightness up
"i need gimp as soon as possible, can you quit it",close_application,gimp
i'd appreciate if you could update equalizer,media_control,equalizer
do you think you could research weather updates if you could,web_search,weather updates
"i need notepad++ quickly, can you shutdown it",close_application,notepad++
i'd appreciate if you could activate photoshop,open_application,photoshop
i was wondering if you could browse for online courses,web_search,online courses
"done for now with atom, could you wrap up it",close_application,atom
done for now with jupyter. discontinue it please,close_application,jupyter
hey could you get jupyter,open_application,jupyter
"looking to find shopping deals, could you find it",web_search,shopping deals
display's too dark balance. update it please,media_control,balance
"i need skype when you can, can you shut down it",close_application,skype
i was wondering if you could set treble,media_control,treble
"i need brave as soon as possible, can you exit from it",close_application,brave
it's too loud volume up - please change it,media_control,volume up
need to know more about shopping deals - please hunt down it,web_search,shopping deals
"hey, investigate restaurant reviews for me",web_search,restaurant reviews
"want to check ram usage, could you provide details about it",system_status,ram usage
it would be great if you could boot up matlab as soon as possible,open_application,matlab
finished using jupyter - please shutdown it,close_application,jupyter
finished with sublime text - please be done with it,close_application,sublime text
"interested in internet connection, could you let me know about it",system_status,internet connection
stop vscode right now,close_application,vscode
find travel destinations when you can,web_search,travel destinations
"too quiet volume down, could you change it",media_control,volume down
hi i need you to update equalizer,media_control,equalizer
"i need to know memory, could you show it",system_status,memory
would you be able to get excel,open_application,excel
gotta use atom - please bring up it,open_application,atom
it would be great if you could get sublime text when you can,open_application,sublime text
"i need atom as soon as possible, can you access it",open_application,atom
"i need online courses if you could, can you investigate it",web_search,online courses
would it be possible to end notepad++ immediately,close_application,notepad++
can't hear anything playback speed - please manage it,media_control,playback speed
i was wondering if you could terminate jupyter,close_application,jupyter
"i need fitness routines quickly, can you get me details on it",web_search,fitness routines
"hey, fix bass level for me",media_control,bass level
want to learn about news headlines. fetch information about it please,web_search,news headlines
"i need brightness up as soon as possible, can you regulate it",media_control,brightness up
i'd like you to modify volume up,media_control,volume up
hi i need you to terminate jupyter,close_application,jupyter
"hey, shutdown powerpoint for me",close_application,powerpoint
"need to check something in atom, could you initiate it",open_application,atom
hunt down coding tutorials right now,web_search,coding tutorials
"display's too dark mute, could you change it",media_control,mute
"hey, halt chrome for me",close_application,chrome
would it be possible to end slack,close_application,slack
"hey, quit atom for me",close_application,atom
i'm done with jupyter - please shutdown it,close_application,jupyter
wondering about processor load. update me on it please,system_status,processor load
i need to know fan speed. check it please,system_status,fan speed
shut down chrome at once,close_application,chrome
"display's too dark treble, could you alter it",media_control,treble
"i need zoom at once, can you end it",close_application,zoom
screen's too bright unmute - please manage it,media_control,unmute
"want to check battery, could you update me on it",system_status,battery
interested in memory - please what's the it,system_status,memory
i was wondering if you could report wifi strength,system_status,wifi strength
concerned about cpu usage. how's the it please,system_status,cpu usage
"need to know more about weather updates, could you look up it",web_search,weather updates
"want to learn about weather updates, could you seek it",web_search,weather updates
show fan speed if you could,system_status,fan speed
want to check ram usage. monitor it please,system_status,ram usage
"finished using sublime text, could you kill it",close_application,sublime text
looking to find fitness routines. research it please,web_search,fitness routines
would you be able to initiate discord,open_application,discord
"gotta use edge, could you launch it",open_application,edge
i need information about shopping deals - please hunt down it,web_search,shopping deals
need to check something in word. begin it please,open_application,word
"hey, research travel destinations for me",web_search,travel destinations
can't hear anything bass level - please change it,media_control,bass level
display's too dark unmute - please adjust it,media_control,unmute
"i need balance immediately, can you tweak it",media_control,balance
"concerned about ram usage, could you report it",system_status,ram usage
do you think you could shutdown outlook as soon as possible,close_application,outlook
would it be possible to get inkscape,open_application,inkscape
when you get a chance wrap up matlab,close_application,matlab
"hey, fetch information about online courses for me",web_search,online courses
excuse me can you explore movie showtimes,web_search,movie showtimes
would it be possible to modify brightness down,media_control,brightness down
want to learn about health tips. gather info about it please,web_search,health tips
if you have a moment fix volume up when you can,media_control,volume up
locate recipes quickly,web_search,recipes
time to use word - please get it,open_application,word
i'd like you to report system resources,system_status,system resources
hey could you explore travel destinations,web_search,travel destinations
"i need bass level as soon as possible, can you set it",media_control,bass level
"done for now with itunes, could you exit from it",close_application,itunes
"hey, kill sublime text for me",close_application,sublime text
hi i need you to browse for book recommendations when you can,web_search,book recommendations
"display's too dark bass level, could you regulate it",media_control,bass level
"i need notepad++ right now, can you pull up it",open_application,notepad++
"i need word when you can, can you halt it",close_application,word
i was wondering if you could finish with gimp,close_application,gimp
concerned about internet connection - please provide details about it,system_status,internet connection
would it be possible to what are the details of ram usage,system_status,ram usage
too quiet bass level. set it please,media_control,bass level
"hey, shut down outlook for me",close_application,outlook
"i need recipes if you could, can you research it",web_search,recipes
i was wondering if you could modify equalizer immediately,media_control,equalizer
"i need spotify immediately, can you halt it",close_application,spotify
"finished with illustrator, could you finish with it",close_application,illustrator
access vlc when you can,open_application,vlc
"hey, what are the details of battery for me",system_status,battery
i want to work with powerpoint - please load it,open_application,powerpoint
"i need mute if you could, can you manage it",media_control,mute
need to check something in zoom. get it please,open_application,zoom
hey could you hunt down book recommendations,web_search,book recommendations
"i need information about recipes, could you browse for it",web_search,recipes
display's too dark treble - please manage it,media_control,treble
be done with slack when you can,close_application,slack
"hey, access rstudio for me",open_application,rstudio
"i need memory at once, can you monitor it",system_status,memory
i'd appreciate if you could explore shopping deals,web_search,shopping deals
hi i need you to finish with brave when you can,close_application,brave
when you get a chance investigate travel destinations as soon as possible,web_search,travel destinations
hey could you exit from notepad++ at once,close_application,notepad++
want to learn about job openings. seek it please,web_search,job openings
no longer need sublime text. wrap up it please,close_application,sublime text
curious about disk space - please check it,system_status,disk space
"want to learn about restaurant reviews, could you get me details on it",web_search,restaurant reviews
regulate brightness up immediately,media_control,brightness up
concerned about memory - please how's the it,system_status,memory
when you get a chance commence with vlc,open_application,vlc
"curious about storage space, could you tell me about it",system_status,storage space
i'd like you to close out of python idle,close_application,python idle
do you mind if you provide details about battery,system_status,battery
would you be able to how's the system resources if you could,system_status,system resources
display processor load if you could,system_status,processor load
"hey, seek travel destinations for me",web_search,travel destinations
"want to check wifi strength, could you how's the it",system_status,wifi strength
i want to work with notepad++ - please bring up it,open_application,notepad++
"hey, regulate volume up for me",media_control,volume up
"hey, update me on battery for me",system_status,battery
"i need brave right now, can you shut down it",close_application,brave
"finished using vlc, could you shut down it",close_application,vlc
done for now with gimp - please wrap up it,close_application,gimp
"hey, update me on system temperature for me",system_status,system temperature
initiate matlab right now,open_application,matlab
too quiet bass level. control it please,media_control,bass level
shutdown python idle when you can,close_application,python idle
concerned about storage space. report it please,system_status,storage space
"hey, bring up zoom for me",open_application,zoom
when you get a chance terminate discord,close_application,discord
let's work with word. initiate it please,open_application,word
"hey, boot up sublime text for me",open_application,sublime text
it would be great if you could tweak mute,media_control,mute
i'd like you to update me on disk space,system_status,disk space
"need to know more about travel destinations, could you seek it",web_search,travel destinations
i need to use sublime text. fire up it please,open_application,sublime text
done working with rstudio. shut down it please,close_application,rstudio
"hey, pull up matlab for me",open_application,matlab
"i need wifi strength as soon as possible, can you check it",system_status,wifi strength
i was wondering if you could shut down vscode,close_application,vscode
"i need health tips immediately, can you hunt down it",web_search,health tips
commence with gimp quickly,open_application,gimp
done for now with discord. discontinue it please,close_application,discord
i'd like you to reset brightness up,media_control,brightness up
"i need job openings if you could, can you get me details on it",web_search,job openings
"i need network status immediately, can you display it",system_status,network status
interested in ram usage - please what's the it,system_status,ram usage
i'd like you to search for health tips quickly,web_search,health tips
look up tech reviews at once,web_search,tech reviews
"hey, end zoom for me",close_application,zoom
it would be great if you could explore music albums,web_search,music albums
"hey, pull up chrome for me",open_application,chrome
i'd like you to kill matlab,close_application,matlab
if you have a moment what's the processor load,system_status,processor load
find tech reviews right now,web_search,tech reviews
"i need skype at once, can you quit it",close_application,skype
finished using zoom. stop it please,close_application,zoom
"want to check battery, could you show it",system_status,battery
excuse me can you control bass level right now,media_control,bass level
"too quiet brightness down, could you control it",media_control,brightness down
excuse me can you explore tech reviews,web_search,tech reviews
excuse me can you update me on memory as soon as possible,system_status,memory
"i need winamp immediately, can you access it",open_application,winamp
i was wondering if you could adjust brightness up,media_control,brightness up
"gotta use vscode, could you get it",open_application,vscode
"time to use vscode, could you bring up it",open_application,vscode
i'd like you to hunt down travel destinations,web_search,travel destinations
"hey, get me details on shopping deals for me",web_search,shopping deals
discontinue teams immediately,close_application,teams
let's work with matlab. get it please,open_application,matlab
"hey, shutdown photoshop for me",close_application,photoshop
"hey, get me details on travel destinations for me",web_search,travel destinations
when you get a chance access brave,open_application,brave
"i want to work with brave, could you pull up it",open_application,brave
"i need system resources if you could, can you tell me about it",system_status,system resources
too quiet unmute. reset it please,media_control,unmute
finished with excel - please quit it,close_application,excel
"i need volume down as soon as possible, can you fix it",media_control,volume down
would you be able to display memory right now,system_status,memory
hi i need you to update brightness up as soon as possible,media_control,brightness up
"finished using notepad++, could you halt it",close_application,notepad++
when you get a chance launch discord,open_application,discord
"i need excel immediately, can you activate it",open_application,excel
need to check something in excel. bring up it please,open_application,excel
when you get a chance hunt down news headlines,web_search,news headlines
looking to find restaurant reviews - please get me details on it,web_search,restaurant reviews
hi i need you to fetch information about job openings,web_search,job openings
research online courses at once,web_search,online courses
when you get a chance control equalizer immediately,media_control,equalizer
"i need cpu usage quickly, can you provide details about it",system_status,cpu usage
want to check ram usage - please check it,system_status,ram usage
"want to learn about book recommendations, could you gather info about it",web_search,book recommendations
quit discord if you could,close_application,discord
i'd like you to launch matlab immediately,open_application,matlab
screen's too bright volume up - please change it,media_control,volume up
i'd like you to display cpu usage,system_status,cpu usage
locate tech reviews quickly,web_search,tech reviews
want to learn about music albums. look up it please,web_search,music albums
hi i need you to end discord if you could,close_application,discord
trying to find restaurant reviews - please seek it,web_search,restaurant reviews
"hey, activate rstudio for me",open_application,rstudio
search for weather updates right now,web_search,weather updates
need it louder mute - please manage it,media_control,mute
"need to know more about book recommendations, could you get me details on it",web_search,book recommendations
interested in battery. report it please,system_status,battery
i was wondering if you could adjust bass level,media_control,bass level
would you be able to initiate matlab,open_application,matlab
"i'm done with itunes, could you be done with it",close_application,itunes
curious about processor load. monitor it please,system_status,processor load
control treble as soon as possible,media_control,treble
get firefox at once,open_application,firefox
let's work with winamp - please pull up it,open_application,winamp
hunt down recipes when you can,web_search,recipes
looking to find fitness routines. gather info about it please,web_search,fitness routines
"i need volume down if you could, can you fix it",media_control,volume down
monitor network status when you can,system_status,network status
excuse me can you alter volume up at once,media_control,volume up
"i need job openings when you can, can you find it",web_search,job openings
hi i need you to regulate brightness up,media_control,brightness up
"i need teams at once, can you discontinue it",close_application,teams
need it louder brightness up. fix it please,media_control,brightness up
reset mute as soon as possible,media_control,mute
"hey, commence with itunes for me",open_application,itunes
"hey, be done with skype for me",close_application,skype
"hey, activate edge for me",open_application,edge
screen's too bright equalizer - please alter it,media_control,equalizer
hey could you research health tips,web_search,health tips
"hey, finish with matlab for me",close_application,matlab
"interested in finding fitness routines, could you look up it",web_search,fitness routines
if you have a moment modify unmute,media_control,unmute
when you get a chance find book recommendations,web_search,book recommendations
if you have a moment kill winamp when you can,close_application,winamp
can't hear anything brightness down. reset it please,media_control,brightness down
excuse me can you kill illustrator as soon as possible,close_application,illustrator
i'd appreciate if you could what are the details of disk space as soon as possible,system_status,disk space
done working with powerpoint - please halt it,close_application,powerpoint
it would be great if you could finish with chrome,close_application,chrome
do you think you could get me details on movie showtimes,web_search,movie showtimes
"i need ram usage at once, can you what's the it",system_status,ram usage
look up coding tutorials as soon as possible,web_search,coding tutorials
display ram usage at once,system_status,ram usage
time to use firefox. activate it please,open_application,firefox
do you mind if you shutdown itunes at once,close_application,itunes
"looking to find tech reviews, could you gather info about it",web_search,tech reviews
i need information about shopping deals - please fetch information about it,web_search,shopping deals
"wondering about wifi strength, could you give me info on it",system_status,wifi strength
do you think you could update me on ram usage,system_status,ram usage
excuse me can you shut down edge,close_application,edge
"hey, fetch information about restaurant reviews for me",web_search,restaurant reviews
excuse me can you terminate excel,close_application,excel
"need to check something in winamp, could you get it",open_application,winamp
done for now with discord - please finish with it,close_application,discord
"i need balance right now, can you modify it",media_control,balance
i was wondering if you could check system temperature when you can,system_status,system temperature
would it be possible to what are the details of storage space,system_status,storage space
no longer need skype - please end it,close_application,skype
"i need jupyter immediately, can you exit from it",close_application,jupyter
excuse me can you alter mute,media_control,mute
"hey, gather info about online courses for me",web_search,online courses
"i need edge quickly, can you end it",close_application,edge
"it's too loud balance, could you reset it",media_control,balance
would you be able to get slack when you can,open_application,slack
i'm done with photoshop - please finish with it,close_application,photoshop
hi i need you to get me details on recipes,web_search,recipes
